trade_date,symbol,role_layer,regime_semantic,event_state,trend_return_20,up_day_rate,liquidity_amount_mean,turnover_rate_f_mean,volume_ratio_mean,elg_buy_sell_ratio_mean,limit_heat_rate,local_quality_support,local_heat_support,board_total_support,board_non_theme_support,board_heat_score,board_event_drought,forward_return_10,max_favorable_return_10,max_adverse_return_10,supervised_action_label
20251119,688523,control_core,weak_drift_chop,event_neutral,0.16278027,0.4,295793.41605,11.759965,1.452,1.06741845,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48746626,0.61511762,-0.04319321,probe_eligibility_target
20251120,688523,control_core,weak_drift_chop,event_neutral,0.03567134,0.4,301549.0302,11.969645,1.442,1.04559444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.64512384,0.64512384,-0.03986068,probe_eligibility_target
20251121,688523,control_core,weak_drift_chop,event_neutral,0.00282943,0.35,278804.47185,11.0741,1.037,0.86607025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.76541717,0.76541717,0.19991939,full_eligibility_target
20251124,688523,control_core,sentiment_overdrive_transition,event_neutral,0.16107644,0.4,278778.5067,10.936495,1.0045,0.96553293,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.42593215,0.47127981,0.06483037,full_eligibility_target
20251125,688523,control_core,sentiment_overdrive_transition,event_neutral,0.33539892,0.4,322261.50535,12.10444,1.131,1.02817885,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.18561485,0.27030162,-0.08062645,probe_eligibility_target
20251126,688523,control_core,weak_drift_chop,event_neutral,0.33014735,0.35,360943.3629,13.15472,1.1915,1.06027922,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.21616766,0.31137725,-0.0508982,probe_eligibility_target
20251127,688523,control_core,sentiment_overdrive_transition,event_neutral,0.26597444,0.35,390126.4128,14.011045,1.223,1.10029958,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.22870662,0.38170347,0.2,full_eligibility_target
20251128,688523,control_core,sentiment_overdrive_transition,event_neutral,0.46307692,0.4,443387.20605,15.514365,1.2765,1.03182933,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.13643533,0.15141956,0.0139327,full_eligibility_target
20251201,688523,control_core,sentiment_overdrive_transition,event_neutral,0.62011605,0.4,507797.6027,16.900715,1.296,1.05899484,0.1,0.0,0.0,0.0,0.0,0.0,1.0,-0.00334288,0.04584527,-0.07903534,neutral_hold
20251202,688523,control_core,sentiment_overdrive_transition,event_neutral,0.5625245,0.4,555222.1848,17.991545,1.3015,1.04829064,0.1,0.0,0.0,0.0,0.0,0.0,1.0,-0.01505268,0.09884596,-0.03236327,neutral_hold
20251203,688523,control_core,weak_drift_chop,event_neutral,0.52994843,0.4,606329.64015,19.21568,1.3105,1.03296577,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.00803733,0.13559761,0.00803733,neutral_hold
20251204,688523,control_core,sentiment_overdrive_transition,event_neutral,0.57502779,0.45,675457.60945,20.760515,1.3315,1.05836611,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0491649,0.0491649,-0.08539167,probe_eligibility_target
20251205,688523,control_core,sentiment_overdrive_transition,event_neutral,0.64847572,0.45,726821.71115,21.700905,1.28,1.04950618,0.1,0.0,0.0,0.0,0.0,0.0,1.0,-0.04063927,0.01826484,-0.11232877,de_risk_target
20251208,688523,control_core,sentiment_overdrive_transition,event_neutral,0.65949961,0.45,779208.8283,22.644405,1.253,1.06080256,0.1,0.0,0.0,0.0,0.0,0.0,1.0,-0.02803298,0.05064782,-0.08409894,neutral_hold
20251209,688523,control_core,sentiment_overdrive_transition,event_neutral,0.5508346,0.45,813708.71415,23.312885,1.24,1.04349128,0.1,0.0,0.0,0.0,0.0,0.0,1.0,-0.03840509,0.09099804,-0.04892368,neutral_hold
20251210,688523,control_core,sentiment_overdrive_transition,event_neutral,0.44452347,0.4,830947.1002,23.52537,1.211,1.05428137,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.00221566,0.09798129,-0.04283604,neutral_hold
20251211,688523,control_core,sentiment_overdrive_transition,event_neutral,0.40715318,0.35,842679.8467,23.57758,1.1725,1.04932605,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0872914,0.14505777,-0.00179718,full_eligibility_target
20251212,688523,control_core,sentiment_overdrive_transition,event_neutral,0.54282655,0.4,894068.48155,24.668325,1.201,1.00504087,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.01919963,0.03169096,-0.10062457,de_risk_target
20251215,688523,control_core,sentiment_overdrive_transition,event_neutral,0.5402214,0.35,921709.70045,25.17185,1.2025,0.98990006,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.26665069,0.26665069,-0.06851941,probe_eligibility_target
20251216,688523,control_core,weak_drift_chop,event_neutral,0.51407636,0.35,942738.4198,25.562025,1.2005,0.99752326,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.24426898,0.34666327,-0.00967906,full_eligibility_target
20251217,688523,control_core,weak_drift_chop,event_neutral,0.50464396,0.35,958982.9475,25.877405,1.2025,1.00114307,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.43930041,0.43930041,0.01105967,full_eligibility_target
20251218,688523,control_core,sentiment_overdrive_transition,event_neutral,0.79766223,0.4,1015137.0506,27.09589,1.2485,1.03350803,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.39439462,0.39439462,-0.11860987,de_risk_target
20251219,688523,control_core,sentiment_overdrive_transition,event_neutral,0.41148808,0.4,1059245.3332,27.98851,1.2595,1.06642983,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.77605902,0.77605902,-0.0644931,probe_eligibility_target
20251222,688523,control_core,sentiment_overdrive_transition,event_neutral,0.19663573,0.35,1073324.57775,28.047775,1.197,0.99106318,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.79592826,0.80877363,-0.04726127,probe_eligibility_target
20251223,688523,control_core,weak_drift_chop,event_neutral,0.17694611,0.3,1051795.0968,27.144355,1.045,0.94158163,0.05,0.0,0.0,0.0,0.0,0.0,1.0,1.03485118,1.03485118,0.03561435,full_eligibility_target
20251224,688523,control_core,impulse_expansion,continuation_active,0.28422713,0.35,1034981.2827,26.47161,0.9865,0.9465395,0.05,0.0,0.0,0.25,0.25,0.0,0.8,0.95578482,0.9648735,0.04028494,full_eligibility_target
20251225,688523,control_core,impulse_expansion,continuation_active,0.11330179,0.4,1039554.6101,26.225965,0.969,0.94233318,0.05,0.0,0.0,0.2300111,0.2300111,0.0,0.81300079,1.14309327,1.14309327,0.0403778,full_eligibility_target
20251226,688523,control_core,impulse_expansion,continuation_active,0.05205349,0.4,1029768.63325,25.632,0.9535,0.93485455,0.0,0.0,0.0,0.46162043,0.46162043,0.0,0.68417215,0.68225148,1.05991829,0.10871539,full_eligibility_target
20251229,688523,control_core,impulse_expansion,continuation_active,0.32639237,0.4,1035633.61505,25.4662,0.974,0.93266996,0.05,0.0,0.0,0.35951035,0.35951035,0.0,0.73555894,0.34348402,0.71666351,-0.07603556,probe_eligibility_target
20251230,688523,control_core,impulse_expansion,continuation_active,0.26652839,0.4,1054706.61195,25.549845,0.9955,0.9013327,0.05,0.0,0.0,0.33076549,0.33076549,0.0,0.7514472,0.34002047,0.85793245,0.14554759,full_eligibility_target
20251231,688523,control_core,impulse_expansion,continuation_active,0.31639614,0.45,1078748.96035,25.596415,1.0085,0.92488193,0.05,0.0,0.0,0.30431894,0.30431894,0.0,0.76668364,0.14796283,0.62187277,0.11132952,full_eligibility_target
20260105,688523,control_core,impulse_expansion,continuation_active,0.41986301,0.45,1097532.0164,25.37311,1.0075,0.94897569,0.05,0.0,0.0,0.20061941,0.20061941,0.0,0.83290341,0.06399743,0.45939862,0.0329635,probe_eligibility_target
20260106,688523,control_core,impulse_expansion,continuation_active,0.75806832,0.45,1129563.55845,25.20656,1.008,0.95814361,0.1,0.0,0.0,0.18457877,0.18457877,0.0,0.84418194,-0.19201394,0.21613292,-0.19201394,de_risk_target
20260107,688523,control_core,risk_off_deterioration,continuation_active,0.81262231,0.45,1169800.55625,25.099705,1.007,0.95498554,0.1,0.0,0.0,0.16982067,0.16982067,0.0,0.85483188,-0.19905533,0.22483131,-0.19905533,de_risk_target
20260108,688523,control_core,impulse_expansion,continuation_active,0.96922698,0.5,1217015.989,25.17449,1.011,0.97416013,0.1,0.0,0.0,0.90624256,0.85624256,1.0,0.52459221,-0.1943993,0.13464183,-0.25803225,de_risk_target
20260109,688523,control_core,impulse_expansion,continuation_active,1.04415918,0.5,1277150.79405,25.55248,1.0245,0.97068197,0.1,0.0,0.0,0.8337834,0.78778118,0.92004441,0.54532067,-0.08327054,0.13991459,-0.25458428,de_risk_target
20260112,688523,control_core,impulse_expansion,continuation_active,1.09946796,0.55,1339250.3758,25.80849,1.0335,0.9699697,0.1,0.0,1.0,0.69935117,0.6135246,1.71653131,0.58845989,-0.285368,-0.18334068,-0.34607757,de_risk_target
20260113,688523,control_core,risk_off_deterioration,continuation_active,0.77575467,0.5,1352802.97565,25.294985,1.011,0.95834256,0.1,0.0,0.92004441,0.69343413,0.56446988,2.57928504,0.59051603,-0.13815434,-0.01524555,-0.19927145,de_risk_target
20260114,688523,control_core,risk_off_deterioration,continuation_active,0.80922058,0.5,1381063.4479,25.2711,1.0095,0.94655202,0.1,0.0,0.84648172,0.6379902,0.51933736,2.3730568,0.61050426,-0.11896382,0.02759397,-0.16443756,de_risk_target
20260115,688523,control_core,risk_off_deterioration,continuation_active,0.68364198,0.5,1403815.2578,25.29451,1.0095,0.92103295,0.1,0.0,0.77880078,0.58697932,0.47781344,2.18331765,0.63012793,-0.05575924,0.11503208,-0.09333944,de_risk_target
20260116,688523,control_core,risk_off_deterioration,continuation_active,0.44035874,0.5,1419128.8861,25.262495,1.007,0.91048437,0.1,0.0,0.71653131,0.54004705,0.43960959,2.00874921,0.64933081,-0.06522416,0.13620797,-0.0761208,de_risk_target
20260119,688523,control_core,risk_off_deterioration,continuation_active,0.57472632,0.5,1399325.87825,24.410085,0.9665,0.91026408,0.1,0.0,0.55803515,0.42058906,0.34236829,1.56441546,0.70393334,-0.10246335,0.10306786,-0.10306786,de_risk_target
20260120,688523,control_core,risk_off_deterioration,continuation_active,0.46146389,0.5,1387564.27875,23.830825,0.9515,0.91195057,0.1,0.0,0.51341712,0.38696062,0.31499403,1.43933171,0.72100101,0.0761194,0.21044776,-0.01575456,probe_eligibility_target
20260121,688523,control_core,risk_off_deterioration,continuation_active,0.50979395,0.5,1374965.284,23.329555,0.936,0.92489305,0.1,0.0,0.47236655,0.70602096,0.6398085,1.3242491,0.58615927,0.05762426,0.22982308,0.00067397,probe_eligibility_target
20260122,688523,control_core,risk_off_deterioration,continuation_active,0.58290346,0.55,1379112.91005,22.996355,0.941,0.94632126,0.1,0.0,0.43459821,0.64957064,0.58865224,1.21836799,0.60621836,-0.05338299,0.13268156,-0.07836747,neutral_hold
20260123,688523,control_core,impulse_expansion,continuation_active,0.72349469,0.55,1419140.4257,23.207165,0.9855,0.92535914,0.1,0.0,0.39984965,0.59763384,0.5415862,1.12095266,0.62592565,-0.16700918,-0.11097411,-0.18632689,de_risk_target
20260126,688523,control_core,risk_off_deterioration,continuation_active,0.47208352,0.5,1422803.2408,22.840105,0.9885,0.93132659,0.1,0.0,0.31140322,0.43057527,0.38692533,0.87299881,0.69901949,-0.04162812,0.00046253,-0.08433549,neutral_hold
20260127,688523,control_core,risk_off_deterioration,continuation_active,0.20824664,0.45,1412909.916,22.2855,0.976,0.91875001,0.1,0.0,0.2865048,0.39614838,0.35598849,0.80319768,0.71625625,-0.06809643,0.0158109,-0.07028804,de_risk_target
20260128,688523,control_core,risk_off_deterioration,continuation_active,0.28106448,0.4,1355629.5604,20.933915,0.9215,0.96854375,0.05,0.0,0.26359714,0.3644741,0.32752522,0.73897754,0.73288309,-0.0564078,0.03691275,-0.0564078,neutral_hold
20260129,688523,control_core,risk_off_deterioration,continuation_active,0.10453896,0.4,1309946.71545,19.854715,0.891,0.96954887,0.05,0.0,0.24252107,0.33533236,0.30133775,0.67989216,0.74887723,-0.05743407,0.04983012,-0.05743407,neutral_hold
20260130,688523,control_core,risk_off_deterioration,continuation_active,-0.03441068,0.35,1253541.4182,18.691375,0.864,0.93731606,0.05,0.0,0.22313016,0.30852066,0.27724412,0.62553098,0.76422179,-0.04779351,0.0805995,-0.04779351,neutral_hold
20260202,688523,control_core,weak_drift_chop,continuation_active,-0.20420742,0.3,1181556.3972,17.457565,0.8435,0.90437603,0.05,0.0,0.17377394,0.24027614,0.21591793,0.48716402,0.80627206,-0.03300219,0.09260818,-0.03721165,neutral_hold
20260203,688523,control_core,sentiment_overdrive_transition,continuation_active,-0.1242915,0.3,1118601.61895,16.542975,0.86,0.93436751,0.0,0.0,0.15987975,0.22106472,0.19865409,0.44821253,0.81895741,-0.07412544,-0.03267067,-0.11881646,de_risk_target
20260204,688523,control_core,weak_drift_chop,continuation_active,-0.21527691,0.3,1041201.3471,15.50365,0.8675,0.97056633,0.0,0.0,0.14709647,0.20338936,0.18277059,0.41237544,0.83098624,-0.03935001,-0.00971802,-0.08905528,neutral_hold
20260205,688523,control_core,weak_drift_chop,continuation_active,-0.23386084,0.25,966473.2704,14.5744,0.86,0.95747415,0.0,0.0,0.13533528,0.18712724,0.16815706,0.37940372,0.84236968,0.00540984,0.01901639,-0.06262295,neutral_hold
20260206,688523,control_core,weak_drift_chop,continuation_active,-0.33010137,0.25,893933.46005,13.71175,0.855,0.98570473,0.0,0.0,0.12451447,0.17216537,0.15471196,0.34906827,0.85312194,0.11233553,0.11233553,-0.05953947,probe_eligibility_target
20260209,688523,control_core,sentiment_overdrive_transition,continuation_active,-0.16135996,0.25,821060.6022,12.953005,0.8575,0.99722258,0.0,0.0,0.09697197,0.08196994,0.07185138,0.20237119,0.9242401,-0.02107465,0.08799871,-0.08011583,neutral_hold
20260210,688523,control_core,weak_drift_chop,continuation_active,-0.16190342,0.25,766882.3732,12.322465,0.8625,1.00087365,0.0,0.0,0.08921852,0.07541599,0.06610646,0.18619049,0.92987273,0.11758777,0.13606585,-0.03947589,probe_eligibility_target
20260211,688523,control_core,weak_drift_chop,continuation_active,-0.0979224,0.25,714563.54085,11.636365,0.86,1.06037036,0.0,0.0,0.082085,0.06938606,0.06082088,0.17130352,0.93511599,0.20541914,0.20541914,-0.03166808,full_eligibility_target
20260212,688523,control_core,weak_drift_chop,continuation_active,-0.09308842,0.25,673431.07605,11.00206,0.8585,1.0869913,0.0,0.0,0.0,0.06006216,0.05595791,0.082085,0.94334091,0.23480947,0.23480947,-0.01853759,full_eligibility_target
20260213,688523,control_core,weak_drift_chop,continuation_active,-0.13586217,0.25,648857.4709,10.644765,0.8705,1.0835826,0.0,0.0,0.0,0.05148376,0.05148376,0.0,0.95103703,0.23767051,0.25813221,0.00437216,full_eligibility_target
20260224,688523,control_core,weak_drift_chop,event_neutral,-0.04759536,0.25,621526.06285,10.254085,0.8805,1.05332964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27494341,0.27494341,0.04614313,full_eligibility_target
20260225,688523,control_core,sentiment_overdrive_transition,event_neutral,0.01229992,0.3,603776.91945,9.9724,0.9065,1.06618597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15878828,0.21870839,0.00366178,full_eligibility_target
20260226,688523,control_core,sentiment_overdrive_transition,event_neutral,-0.06424581,0.35,600992.87185,9.925495,0.941,1.04461301,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0946932,0.21426202,0.00912106,full_eligibility_target
20260227,688523,control_core,sentiment_overdrive_transition,event_neutral,-0.15974791,0.35,583780.88255,9.649105,0.958,1.10371402,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06130768,0.19386923,-0.00782651,probe_eligibility_target
20260302,688523,control_core,impulse_expansion,event_neutral,0.04270737,0.35,560797.90795,9.34442,0.9785,1.11224537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0492385,0.08265563,-0.10025137,de_risk_target
20260303,688523,control_core,weak_drift_chop,event_neutral,-0.04743269,0.35,543645.75095,9.10633,0.982,1.14711176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.00115037,0.20328677,-0.00115037,neutral_hold
20260304,688523,control_core,sentiment_overdrive_transition,event_neutral,0.06311921,0.4,547134.0978,9.14686,1.005,1.18376569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03276717,0.10055614,-0.08642718,neutral_hold
20260305,688523,control_core,sentiment_overdrive_transition,event_neutral,0.15159359,0.45,569195.4796,9.44561,1.038,1.14144408,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.09806125,0.02865974,-0.14610846,de_risk_target
20260306,688523,control_core,sentiment_overdrive_transition,continuation_active,0.19800167,0.5,596937.3565,9.759375,1.0665,1.15148111,0.0,0.0,0.0,0.25,0.25,0.0,0.8,-0.14817904,0.0177926,-0.15512927,de_risk_target
20260309,688523,control_core,weak_drift_chop,continuation_active,0.19161475,0.5,610232.64245,9.86996,1.073,1.1640392,0.0,0.0,0.0,0.1947002,0.1947002,0.0,0.83703008,-0.17196552,0.03461919,-0.17196552,de_risk_target
20260310,688523,control_core,sentiment_overdrive_transition,continuation_active,0.12837109,0.55,626664.37235,10.03403,1.0795,1.20155084,0.0,0.0,0.0,0.17913283,0.17913283,0.0,0.84808087,-0.1851953,-0.04916689,-0.19967222,de_risk_target
20260311,688523,control_core,weak_drift_chop,continuation_active,0.10912856,0.5,622999.2578,9.901535,1.052,1.16584982,0.0,0.0,0.0,0.16481016,0.16481016,0.0,0.858509,-0.14162597,-0.05185292,-0.15828785,de_risk_target
20260312,688523,control_core,weak_drift_chop,continuation_active,0.08213115,0.5,616690.16865,9.78131,1.03,1.11656545,0.0,0.0,0.0,0.15163266,0.15163266,0.0,0.86833244,-0.08650205,-0.01393728,-0.11225572,de_risk_target
20260313,688523,control_core,weak_drift_chop,continuation_active,0.07055921,0.5,619755.2694,9.80768,1.0285,1.13522423,0.0,0.0,0.0,0.13950879,0.13950879,0.0,0.87757112,-0.11015517,-0.01136887,-0.11015517,de_risk_target
20260316,688523,control_core,weak_drift_chop,continuation_active,0.03442728,0.5,616606.217,9.74427,1.022,1.13491745,0.0,0.0,0.0,0.10864955,0.10864955,0.0,0.90199829,-0.05209953,0.0007776,-0.0992224,de_risk_target
20260317,688523,control_core,weak_drift_chop,continuation_active,0.02099782,0.45,611795.4176,9.664875,1.015,1.12287856,0.0,0.0,0.0,0.09996241,0.09996241,0.0,0.90912197,0.06268509,0.06268509,-0.04705495,probe_eligibility_target
20260318,688523,control_core,sentiment_overdrive_transition,continuation_active,0.08975445,0.5,614236.46925,9.68486,1.0255,1.12116021,0.0,0.0,0.0,0.09196986,0.09196986,0.0,0.91577619,-0.01740482,0.0037296,-0.0999223,de_risk_target
20260319,688523,control_core,weak_drift_chop,continuation_active,0.10195675,0.5,616764.51515,9.70652,1.0325,1.08862578,0.0,0.0,0.0,0.08461636,0.08461636,0.0,0.92198499,-0.055919,0.00607477,-0.09781931,de_risk_target
20260320,688523,control_core,weak_drift_chop,continuation_active,0.07170339,0.5,619414.87885,9.732005,1.038,1.08723901,0.0,0.0,0.0,0.07785081,0.07785081,0.0,0.92777219,-0.03035248,0.05401436,-0.05483029,neutral_hold
20240129,688568,control_core,weak_drift_chop,event_neutral,-0.13705163,0.25,64797.70845,0.985105,0.9755,13.9926212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04252763,0.03147525,-0.15209034,de_risk_target
20240130,688568,control_core,weak_drift_chop,event_neutral,-0.11209503,0.25,64949.57385,0.9958,1.004,15.1121212,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.01629774,0.04427147,-0.14157139,de_risk_target
20240131,688568,control_core,weak_drift_chop,event_neutral,-0.12705008,0.25,60450.91745,0.938305,0.9615,7.72502446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03807615,0.0754008,-0.11598196,de_risk_target
20240201,688568,control_core,weak_drift_chop,event_neutral,-0.10567471,0.3,60979.56275,0.953875,0.987,18.69396377,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05745691,0.07244567,-0.11841119,de_risk_target
20240202,688568,control_core,weak_drift_chop,event_neutral,-0.13531954,0.3,67037.0444,1.073225,1.109,18.77743149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12309311,0.12914256,-0.07180431,probe_eligibility_target
20240205,688568,control_core,weak_drift_chop,event_neutral,-0.19612756,0.3,70423.0161,1.14986,1.1505,18.75782607,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27939926,0.27939926,0.10512893,full_eligibility_target
20240206,688568,control_core,sentiment_overdrive_transition,event_neutral,-0.10795974,0.35,72298.5749,1.195725,1.157,18.75723129,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09128205,0.15769231,0.02179487,full_eligibility_target
20240207,688568,control_core,sentiment_overdrive_transition,event_neutral,-0.05820696,0.4,76963.4639,1.27225,1.18,18.78189374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.07127634,0.07127634,-0.05635804,probe_eligibility_target
20240208,688568,control_core,sentiment_overdrive_transition,event_neutral,-0.03679605,0.4,81519.44515,1.34324,1.182,13.37593245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11740042,0.11740042,-0.0717447,probe_eligibility_target
20240219,688568,control_core,sentiment_overdrive_transition,event_neutral,-0.06370438,0.4,87649.145,1.44564,1.1965,16.88659343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1464891,0.16150121,-0.03510896,full_eligibility_target
20240220,688568,control_core,sentiment_overdrive_transition,event_neutral,-0.09349409,0.4,94017.4137,1.55564,1.224,16.9063375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17942284,0.20376412,0.01480552,full_eligibility_target
20240221,688568,control_core,sentiment_overdrive_transition,event_neutral,-0.04869442,0.45,99323.6079,1.6455,1.2325,16.86873263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15974283,0.18620178,0.02472799,full_eligibility_target
20240222,688568,control_core,sentiment_overdrive_transition,event_neutral,-0.03627907,0.5,103147.32185,1.708745,1.233,16.66516264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09073359,0.15757722,0.02147683,full_eligibility_target
20240223,688568,control_core,sentiment_overdrive_transition,event_neutral,-0.00259189,0.5,104357.8026,1.72852,1.1835,16.7155364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08315615,0.13323884,0.0054335,probe_eligibility_target
20240226,688568,control_core,sentiment_overdrive_transition,event_neutral,0.06086957,0.55,107827.52185,1.78223,1.1805,28.0580364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09578454,0.1234192,-0.00327869,full_eligibility_target
20240227,688568,control_core,sentiment_overdrive_transition,event_neutral,0.10472229,0.6,112239.49095,1.845405,1.166,28.08924706,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04473976,0.06245847,-0.05736434,probe_eligibility_target
20240228,688568,control_core,weak_drift_chop,event_neutral,0.02777107,0.55,120065.2773,1.960295,1.1995,28.18486459,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1231203,0.12711466,0.06203008,full_eligibility_target
20240229,688568,control_core,sentiment_overdrive_transition,event_neutral,0.04119678,0.55,125402.0011,2.03714,1.209,28.18713366,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04442971,0.06034483,-0.00088417,probe_eligibility_target
20240301,688568,control_core,sentiment_overdrive_transition,event_neutral,0.11844253,0.55,132062.5032,2.126305,1.212,28.13916198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0068793,0.0068793,-0.05774442,neutral_hold
20240304,688568,control_core,weak_drift_chop,event_neutral,0.1376742,0.55,136514.71255,2.185875,1.2075,35.29706852,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11319958,0.11319958,-0.04540655,probe_eligibility_target
20240305,688568,control_core,weak_drift_chop,event_neutral,0.14327414,0.55,139841.42055,2.228015,1.1915,35.30938156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09787234,0.12148936,-0.03829787,probe_eligibility_target
20240306,688568,control_core,sentiment_overdrive_transition,event_neutral,0.1748497,0.55,140715.05085,2.23421,1.1445,34.18913199,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13113006,0.13113006,-0.03624733,full_eligibility_target
20240307,688568,control_core,weak_drift_chop,event_neutral,0.12915314,0.55,142611.9234,2.254455,1.122,34.18885026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21924779,0.21924779,0.01438053,full_eligibility_target
20240308,688568,control_core,sentiment_overdrive_transition,event_neutral,0.20594424,0.55,143385.09625,2.258435,1.098,23.12477149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18429662,0.20196292,0.02050164,full_eligibility_target
20240311,688568,control_core,sentiment_overdrive_transition,event_neutral,0.32587135,0.6,138762.41205,2.158745,0.983,23.29969936,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09531951,0.17781577,0.00812139,full_eligibility_target
20240312,688568,control_core,sentiment_overdrive_transition,event_neutral,0.20948718,0.65,137525.43985,2.109415,0.956,23.36244802,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08755565,0.16832733,0.00169599,full_eligibility_target
20240313,688568,control_core,sentiment_overdrive_transition,event_neutral,0.13189676,0.65,136923.1558,2.075555,0.9515,23.35630543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0334728,0.15292887,-0.01150628,probe_eligibility_target
20240314,688568,control_core,weak_drift_chop,event_neutral,0.10062893,0.6,133804.32265,2.01744,0.937,23.35229391,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17460317,0.17460317,0.02222222,full_eligibility_target
20240315,688568,control_core,sentiment_overdrive_transition,event_neutral,0.16949153,0.6,131829.16265,1.978715,0.944,23.32763684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14699793,0.14906832,0.02277433,full_eligibility_target
20240318,688568,control_core,sentiment_overdrive_transition,event_neutral,0.32271016,0.65,137202.91215,2.018665,1.0115,19.83631306,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05293113,0.05293113,-0.06279643,probe_eligibility_target
20240319,688568,control_core,sentiment_overdrive_transition,event_neutral,0.27596439,0.65,140326.50845,2.02508,1.0305,19.79366192,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05930233,0.0755814,-0.04263566,probe_eligibility_target
20240320,688568,control_core,sentiment_overdrive_transition,event_neutral,0.28016409,0.65,157885.06235,2.21071,1.1215,19.83702171,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00659755,0.04618285,-0.06880302,neutral_hold
20240321,688568,control_core,sentiment_overdrive_transition,event_neutral,0.30191354,0.65,173622.38015,2.38215,1.17,19.8226237,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04917438,0.00707676,-0.10361096,de_risk_target
20240322,688568,control_core,weak_drift_chop,event_neutral,0.27166276,0.6,179498.1016,2.43491,1.171,19.75794249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.02688766,0.02209945,-0.09023941,de_risk_target
20240325,688568,control_core,weak_drift_chop,event_neutral,0.1351052,0.55,187916.2275,2.526,1.177,8.39161545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05014634,0.08292683,-0.03609756,probe_eligibility_target
20240326,688568,control_core,weak_drift_chop,event_neutral,0.20535714,0.55,189977.20715,2.53635,1.1525,8.6711261,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00584795,0.08187135,-0.03703704,neutral_hold
