P_close_invalidation_realized_proxy_3d,P_close_opportunity_cost_proxy_3d,P_reduce_avoided_drawdown_proxy_3d,action_context,action_favored_3d,board_avg_return,board_breadth,board_phase,control_label,execution_open_price,execution_trade_date,expectancy_proxy_1d,expectancy_proxy_3d,expectancy_proxy_5d,f15_afternoon_return,f15_afternoon_volume_share,f15_amount_per_volume,f15_breakout_efficiency,f15_close_location,f15_close_vs_vwap,f15_failed_push_proxy,f15_high_time_ratio,f15_intraday_return,f15_last_bar_return,f15_last_bar_volume_share,f15_pullback_from_high,f15_range_pct,f30_afternoon_return,f30_afternoon_volume_share,f30_amount_per_volume,f30_breakout_efficiency,f30_candidate_add_confirmation,f30_candidate_add_threshold,f30_close_location,f30_close_vs_vwap,f30_confirmation_score,f30_failed_push_proxy,f30_high_time_ratio,f30_intraday_return,f30_last_bar_return,f30_last_bar_volume_share,f30_pullback_from_high,f30_range_pct,f5_afternoon_return,f5_afternoon_volume_share,f5_amount_per_volume,f5_breakout_efficiency,f5_close_location,f5_close_vs_vwap,f5_failed_push_proxy,f5_high_time_ratio,f5_intraday_return,f5_last_bar_return,f5_last_bar_volume_share,f5_pullback_from_high,f5_range_pct,f60_afternoon_return,f60_afternoon_volume_share,f60_amount_per_volume,f60_breakout_efficiency,f60_candidate_add_confirmation,f60_candidate_add_threshold,f60_close_location,f60_close_vs_vwap,f60_confirmation_score,f60_failed_push_proxy,f60_high_time_ratio,f60_intraday_return,f60_last_bar_return,f60_last_bar_volume_share,f60_pullback_from_high,f60_range_pct,fetch_status,forced_action_context,forward_close_return_1d,forward_close_return_3d,forward_close_return_5d,gross_exposure_after_close,held_before_signal,is_negative_enrichment,is_repaired_miss_window,max_adverse_return_1d,max_adverse_return_3d,max_adverse_return_5d,max_favorable_return_1d,max_favorable_return_3d,max_favorable_return_5d,miss_reading,reason,reduce_payoff_decay_vs_hold_proxy_3d,role_family,signal_trade_date,symbol,trade_date,window_end,window_start
,,,add_vs_hold,False,0.075345,1.0,main_markup,eligibility,69.77,2024-04-18,0.00989,-0.195929,0.063566,,,,,,,,,,,,,,0.004923,0.296156,70.69753,0.520895,True,0.465404,0.850543,0.006717,0.628633,0.0,0.25,0.028058,0.002385,0.120252,-0.007639,0.053864,,,,,,,,,,,,,,0.004923,0.296156,70.69753,0.520895,True,0.472091,0.850543,0.003867,0.620083,0.0,0.25,0.028058,0.002807,0.178313,-0.007639,0.053864,success,add_vs_hold,0.010463,-0.066218,0.137738,0.089784,True,,True,-0.018059,-0.147198,-0.147198,0.034972,0.034972,0.146051,board_strong_but_repaired_strategy_still_light,repaired_miss_day_add_candidate,,repaired_miss_window,2024-04-17,300502,2024-04-17,,
1.0,0.051562,0.085938,close_vs_hold,True,-0.031199,-0.35,mixed_risk,holding_veto,64.0,2023-05-05,,-0.055781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004375,,,True,True,False,,-0.085938,,,0.051562,,,repaired_replay_negative_sample_enrichment,-0.004375,repaired_negative_window,2023-05-04,300502,2023-05-04,,
0.0,0.129451,0.026622,reduce_vs_hold,False,-0.040762,-0.85,divergence_and_decay,de_risk,60.1,2023-05-08,,0.062396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024293,,,True,True,False,,-0.026622,,,0.129451,,,repaired_replay_negative_sample_enrichment,-0.024293,repaired_negative_window,2023-05-05,300502,2023-05-05,,
0.0,0.084918,0.041148,reduce_vs_hold,False,-0.010066,-0.6,divergence_and_decay,de_risk,61.0,2023-05-12,,-0.015246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016557,,,True,True,False,,-0.041148,,,0.084918,,,repaired_replay_negative_sample_enrichment,0.016557,repaired_negative_window,2023-05-11,300502,2023-05-11,,
0.0,0.219008,0.020992,reduce_vs_hold,False,-0.024412,-0.7,divergence_and_decay,de_risk,60.5,2023-05-17,,0.18438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095868,,,True,True,False,,-0.020992,,,0.219008,,,repaired_replay_negative_sample_enrichment,-0.095868,repaired_negative_window,2023-05-16,300502,2023-05-16,,
0.0,0.038909,0.05782,reduce_vs_hold,True,-0.036723,-0.7,divergence_and_decay,de_risk,64.51,2023-05-22,,-0.045032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.006666,,,True,True,False,,-0.05782,,,0.038909,,,repaired_replay_negative_sample_enrichment,0.006666,repaired_negative_window,2023-05-19,300502,2023-05-19,,
0.0,0.143312,0.032166,reduce_vs_hold,False,-0.022864,-0.7,divergence_and_decay,de_risk,62.8,2023-05-23,,0.131051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.091561,,,True,True,False,,-0.032166,,,0.143312,,,repaired_replay_negative_sample_enrichment,-0.091561,repaired_negative_window,2023-05-22,300502,2023-05-22,,
1.0,0.049279,0.337053,close_vs_hold,True,-0.02596,-0.7,divergence_and_decay,holding_veto,79.75,2023-06-07,,-0.573981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.261567,,,True,True,False,,-0.337053,,,0.049279,,,repaired_replay_negative_sample_enrichment,0.261567,repaired_negative_window,2023-06-06,300502,2023-06-06,,
1.0,0.009198,0.150741,close_vs_hold,True,-0.056301,-0.9,divergence_and_decay,holding_veto,156.56,2023-06-26,,-0.239269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.093127,,,True,True,False,,-0.150741,,,0.009198,,,repaired_replay_negative_sample_enrichment,0.093127,repaired_negative_window,2023-06-21,300308,2023-06-21,,
1.0,0.015426,0.212541,close_vs_hold,True,-0.056301,-0.9,divergence_and_decay,holding_veto,70.01,2023-06-26,,-0.390658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.185831,,,True,True,False,,-0.212541,,,0.015426,,,repaired_replay_negative_sample_enrichment,0.185831,repaired_negative_window,2023-06-21,300502,2023-06-21,,
1.0,0.016617,0.098209,close_vs_hold,True,-0.035506,-0.7,divergence_and_decay,holding_veto,147.44,2023-06-27,,-0.086035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003866,,,True,True,False,,-0.098209,,,0.016617,,,repaired_replay_negative_sample_enrichment,-0.003866,repaired_negative_window,2023-06-26,300308,2023-06-26,,
1.0,0.005289,0.142346,close_vs_hold,True,-0.035506,-0.7,divergence_and_decay,holding_veto,64.28,2023-06-27,,-0.196951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05725,,,True,True,False,,-0.142346,,,0.005289,,,repaired_replay_negative_sample_enrichment,0.05725,repaired_negative_window,2023-06-26,300502,2023-06-26,,
0.0,0.073472,0.035486,reduce_vs_hold,False,-0.044508,-1.0,divergence_and_decay,de_risk,144.0,2023-06-29,,0.015139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013889,,,True,True,False,,-0.035486,,,0.073472,,,repaired_replay_negative_sample_enrichment,-0.013889,repaired_negative_window,2023-06-28,300308,2023-06-28,,
0.0,0.218621,0.032586,reduce_vs_hold,False,-0.044508,-1.0,divergence_and_decay,de_risk,58.0,2023-06-29,,0.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168276,,,True,True,False,,-0.032586,,,0.218621,,,repaired_replay_negative_sample_enrichment,-0.168276,repaired_negative_window,2023-06-28,300502,2023-06-28,,
0.0,0.046688,0.056328,reduce_vs_hold,True,-0.014676,-0.6,divergence_and_decay,de_risk,145.22,2023-07-10,,-0.077262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.044278,,,True,True,False,,-0.056328,,,0.046688,,,repaired_replay_negative_sample_enrichment,0.044278,repaired_negative_window,2023-07-07,300308,2023-07-07,,
1.0,0.028417,0.114118,close_vs_hold,True,-0.014676,-0.6,divergence_and_decay,holding_veto,66.51,2023-07-10,,-0.207713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.107803,,,True,True,False,,-0.114118,,,0.028417,,,repaired_replay_negative_sample_enrichment,0.107803,repaired_negative_window,2023-07-07,300502,2023-07-07,,
0.0,0.059734,0.049253,reduce_vs_hold,False,-0.025411,-0.6,divergence_and_decay,de_risk,145.98,2023-07-11,,0.036923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.056309,,,True,True,False,,-0.049253,,,0.059734,,,repaired_replay_negative_sample_enrichment,-0.056309,repaired_negative_window,2023-07-10,300308,2023-07-10,,
1.0,0.017324,0.088631,close_vs_hold,True,-0.025411,-0.6,divergence_and_decay,holding_veto,64.65,2023-07-11,,-0.099304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019335,,,True,True,False,,-0.088631,,,0.017324,,,repaired_replay_negative_sample_enrichment,0.019335,repaired_negative_window,2023-07-10,300502,2023-07-10,,
0.0,0.16293,0.0,reduce_vs_hold,False,-0.055347,-0.9,divergence_and_decay,de_risk,141.84,2023-07-13,,0.193352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111887,,,True,True,False,,0.0,,,0.16293,,,repaired_replay_negative_sample_enrichment,-0.111887,repaired_negative_window,2023-07-12,300308,2023-07-12,,
0.0,0.131857,0.018837,reduce_vs_hold,False,-0.055347,-0.9,divergence_and_decay,de_risk,60.52,2023-07-13,,0.173662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12657,,,True,True,False,,-0.018837,,,0.131857,,,repaired_replay_negative_sample_enrichment,-0.12657,repaired_negative_window,2023-07-12,300502,2023-07-12,,
1.0,0.012727,0.183701,close_vs_hold,True,-0.029161,-0.75,divergence_and_decay,holding_veto,154.0,2023-07-19,,-0.331623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.154286,,,True,True,False,,-0.183701,,,0.012727,,,repaired_replay_negative_sample_enrichment,0.154286,repaired_negative_window,2023-07-18,300308,2023-07-18,,
1.0,0.00798,0.185486,close_vs_hold,True,-0.029161,-0.75,divergence_and_decay,holding_veto,66.42,2023-07-19,,-0.344098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.162602,,,True,True,False,,-0.185486,,,0.00798,,,repaired_replay_negative_sample_enrichment,0.162602,repaired_negative_window,2023-07-18,300502,2023-07-18,,
1.0,0.006102,0.147729,close_vs_hold,True,-0.013752,-0.7,divergence_and_decay,holding_veto,147.5,2023-07-20,,-0.256542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.111864,,,True,True,False,,-0.147729,,,0.006102,,,repaired_replay_negative_sample_enrichment,0.111864,repaired_negative_window,2023-07-19,300308,2023-07-19,,
1.0,0.002521,0.147629,close_vs_hold,True,-0.013752,-0.7,divergence_and_decay,holding_veto,63.47,2023-07-20,,-0.255396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.109028,,,True,True,False,,-0.147629,,,0.002521,,,repaired_replay_negative_sample_enrichment,0.109028,repaired_negative_window,2023-07-19,300502,2023-07-19,,
0.0,0.084378,0.033074,reduce_vs_hold,False,-0.051268,-1.0,divergence_and_decay,de_risk,130.01,2023-07-21,,0.041728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032613,,,True,True,False,,-0.033074,,,0.084378,,,repaired_replay_negative_sample_enrichment,-0.032613,repaired_negative_window,2023-07-20,300308,2023-07-20,,
1.0,0.038793,0.067241,reduce_vs_hold,True,-0.051268,-1.0,divergence_and_decay,de_risk,58.0,2023-07-21,,-0.051293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003448,,,True,True,False,,-0.067241,,,0.038793,,,repaired_replay_negative_sample_enrichment,0.003448,repaired_negative_window,2023-07-20,300502,2023-07-20,,
0.0,0.083128,0.024047,reduce_vs_hold,False,-0.016334,-0.6,divergence_and_decay,de_risk,130.16,2023-07-24,,0.008912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008605,,,True,True,False,,-0.024047,,,0.083128,,,repaired_replay_negative_sample_enrichment,0.008605,repaired_negative_window,2023-07-21,300308,2023-07-21,,
0.0,0.092871,0.024125,reduce_vs_hold,False,-0.016334,-0.6,divergence_and_decay,de_risk,55.13,2023-07-24,,0.019953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002358,,,True,True,False,,-0.024125,,,0.092871,,,repaired_replay_negative_sample_enrichment,0.002358,repaired_negative_window,2023-07-21,300502,2023-07-21,,
0.0,0.034225,0.02439,reduce_vs_hold,False,-0.02512,-0.7,divergence_and_decay,de_risk,127.1,2023-07-27,,-0.000197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007081,,,True,True,False,,-0.02439,,,0.034225,,,repaired_replay_negative_sample_enrichment,-0.007081,repaired_negative_window,2023-07-26,300308,2023-07-26,,
1.0,0.003628,0.083273,close_vs_hold,True,-0.02512,-0.7,divergence_and_decay,holding_veto,55.12,2023-07-27,,-0.139877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.058418,,,True,True,False,,-0.083273,,,0.003628,,,repaired_replay_negative_sample_enrichment,0.058418,repaired_negative_window,2023-07-26,300502,2023-07-26,,
0.0,0.073916,0.020769,reduce_vs_hold,False,-0.021077,-1.0,divergence_and_decay,de_risk,126.63,2023-07-28,,0.080708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064519,,,True,True,False,,-0.020769,,,0.073916,,,repaired_replay_negative_sample_enrichment,-0.064519,repaired_negative_window,2023-07-27,300308,2023-07-27,,
1.0,0.021499,0.061507,reduce_vs_hold,True,-0.021077,-1.0,divergence_and_decay,de_risk,53.49,2023-07-28,,-0.045523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005235,,,True,True,False,,-0.061507,,,0.021499,,,repaired_replay_negative_sample_enrichment,-0.005235,repaired_negative_window,2023-07-27,300502,2023-07-27,,
0.0,0.127894,0.003999,reduce_vs_hold,False,-0.009754,-0.5,divergence_and_decay,de_risk,130.03,2023-08-04,,0.094401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034454,,,True,True,False,,-0.003999,,,0.127894,,,repaired_replay_negative_sample_enrichment,-0.034454,repaired_negative_window,2023-08-03,300308,2023-08-03,,
0.0,0.13936,0.011676,reduce_vs_hold,False,-0.009754,-0.5,divergence_and_decay,de_risk,53.1,2023-08-04,,0.10678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048776,,,True,True,False,,-0.011676,,,0.13936,,,repaired_replay_negative_sample_enrichment,-0.048776,repaired_negative_window,2023-08-03,300502,2023-08-03,,
0.0,0.02523,0.030227,reduce_vs_hold,False,-0.052763,-0.9,divergence_and_decay,de_risk,124.06,2023-08-10,,-0.021965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004353,,,True,True,False,,-0.030227,,,0.02523,,,repaired_replay_negative_sample_enrichment,0.004353,repaired_negative_window,2023-08-09,300308,2023-08-09,,
1.0,0.025788,0.060554,reduce_vs_hold,True,-0.052763,-0.9,divergence_and_decay,de_risk,52.35,2023-08-10,,-0.073448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025788,,,True,True,False,,-0.060554,,,0.025788,,,repaired_replay_negative_sample_enrichment,0.025788,repaired_negative_window,2023-08-09,300502,2023-08-09,,
0.0,0.035478,0.04082,reduce_vs_hold,False,-0.012468,-0.7,divergence_and_decay,de_risk,125.43,2023-08-11,,-0.051224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028143,,,True,True,False,,-0.04082,,,0.035478,,,repaired_replay_negative_sample_enrichment,0.028143,repaired_negative_window,2023-08-10,300308,2023-08-10,,
1.0,0.020497,0.066616,reduce_vs_hold,True,-0.012468,-0.7,divergence_and_decay,de_risk,52.69,2023-08-11,,-0.100968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0446,,,True,True,False,,-0.066616,,,0.020497,,,repaired_replay_negative_sample_enrichment,0.0446,repaired_negative_window,2023-08-10,300502,2023-08-10,,
0.0,0.058517,0.037408,reduce_vs_hold,False,-0.014875,-0.8,divergence_and_decay,de_risk,122.7,2023-08-14,,-0.021923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013773,,,True,True,False,,-0.037408,,,0.058517,,,repaired_replay_negative_sample_enrichment,0.013773,repaired_negative_window,2023-08-11,300308,2023-08-11,,
0.0,0.079936,0.030327,reduce_vs_hold,False,-0.014875,-0.8,divergence_and_decay,de_risk,49.79,2023-08-14,,-0.003615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.013256,,,True,True,False,,-0.030327,,,0.079936,,,repaired_replay_negative_sample_enrichment,0.013256,repaired_negative_window,2023-08-11,300502,2023-08-11,,
0.0,0.034828,0.037577,reduce_vs_hold,True,-0.014642,-0.684211,divergence_and_decay,de_risk,120.02,2023-08-16,,-0.05774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037577,,,True,True,False,,-0.037577,,,0.034828,,,repaired_replay_negative_sample_enrichment,0.037577,repaired_negative_window,2023-08-15,300308,2023-08-15,,
1.0,0.02579,0.060376,close_vs_hold,True,-0.014642,-0.684211,divergence_and_decay,holding_veto,50.02,2023-08-16,,-0.107857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.060376,,,True,True,False,,-0.060376,,,0.02579,,,repaired_replay_negative_sample_enrichment,0.060376,repaired_negative_window,2023-08-15,300502,2023-08-15,,
0.0,0.045455,0.029461,reduce_vs_hold,False,-0.018198,-0.789474,divergence_and_decay,de_risk,118.8,2023-08-17,,-0.014562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007828,,,True,True,False,,-0.029461,,,0.045455,,,repaired_replay_negative_sample_enrichment,0.007828,repaired_negative_window,2023-08-16,300308,2023-08-16,,
0.0,0.052945,0.045762,reduce_vs_hold,False,-0.018198,-0.789474,divergence_and_decay,de_risk,48.73,2023-08-17,,-0.037143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017853,,,True,True,False,,-0.045762,,,0.052945,,,repaired_replay_negative_sample_enrichment,0.017853,repaired_negative_window,2023-08-16,300502,2023-08-16,,
0.0,0.087854,0.008854,reduce_vs_hold,False,-0.035084,-0.842105,divergence_and_decay,de_risk,116.33,2023-08-21,,0.058025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022952,,,True,True,False,,-0.008854,,,0.087854,,,repaired_replay_negative_sample_enrichment,-0.022952,repaired_negative_window,2023-08-18,300308,2023-08-18,,
0.0,0.069832,0.010006,reduce_vs_hold,False,-0.035084,-0.842105,divergence_and_decay,de_risk,46.97,2023-08-21,,0.029806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004897,,,True,True,False,,-0.010006,,,0.069832,,,repaired_replay_negative_sample_enrichment,-0.004897,repaired_negative_window,2023-08-18,300502,2023-08-18,,
1.0,0.016129,0.145081,close_vs_hold,True,-0.041097,-1.0,divergence_and_decay,holding_veto,124.0,2023-08-24,,-0.237823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.100806,,,True,True,False,,-0.145081,,,0.016129,,,repaired_replay_negative_sample_enrichment,0.100806,repaired_negative_window,2023-08-23,300308,2023-08-23,,
1.0,0.0,0.115306,close_vs_hold,True,-0.041097,-1.0,divergence_and_decay,holding_veto,49.0,2023-08-24,,-0.207551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.092245,,,True,True,False,,-0.115306,,,0.0,,,repaired_replay_negative_sample_enrichment,0.092245,repaired_negative_window,2023-08-23,300502,2023-08-23,,
0.0,0.061404,0.039211,reduce_vs_hold,False,-0.054238,-1.0,divergence_and_decay,de_risk,114.0,2023-08-28,,0.009035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017544,,,True,True,False,,-0.039211,,,0.061404,,,repaired_replay_negative_sample_enrichment,-0.017544,repaired_negative_window,2023-08-25,300308,2023-08-25,,
1.0,0.016185,0.076176,reduce_vs_hold,True,-0.054238,-1.0,divergence_and_decay,de_risk,46.34,2023-08-28,,-0.087937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.019853,,,True,True,False,,-0.076176,,,0.016185,,,repaired_replay_negative_sample_enrichment,0.019853,repaired_negative_window,2023-08-25,300502,2023-08-25,,
0.0,0.004603,0.054533,reduce_vs_hold,True,-0.015183,-0.7,divergence_and_decay,de_risk,112.96,2023-09-04,,-0.081091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.02886,,,True,True,False,,-0.054533,,,0.004603,,,repaired_replay_negative_sample_enrichment,0.02886,repaired_negative_window,2023-09-01,300308,2023-09-01,,
0.0,0.011218,0.035225,reduce_vs_hold,False,-0.015183,-0.7,divergence_and_decay,de_risk,44.57,2023-09-04,,-0.046219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.016603,,,True,True,False,,-0.035225,,,0.011218,,,repaired_replay_negative_sample_enrichment,0.016603,repaired_negative_window,2023-09-01,300502,2023-09-01,,
0.0,0.090953,0.015159,reduce_vs_hold,False,-0.04002,-1.0,divergence_and_decay,de_risk,103.57,2023-09-08,,0.091629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061311,,,True,True,False,,-0.015159,,,0.090953,,,repaired_replay_negative_sample_enrichment,-0.061311,repaired_negative_window,2023-09-07,300308,2023-09-07,,
0.0,0.090217,0.023566,reduce_vs_hold,False,-0.04002,-1.0,divergence_and_decay,de_risk,42.01,2023-09-08,,0.075577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054035,,,True,True,False,,-0.023566,,,0.090217,,,repaired_replay_negative_sample_enrichment,-0.054035,repaired_negative_window,2023-09-07,300502,2023-09-07,,
1.0,0.010637,0.116171,close_vs_hold,True,-0.030274,-1.0,divergence_and_decay,holding_veto,107.17,2023-09-14,,-0.219744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.108892,,,True,True,False,,-0.116171,,,0.010637,,,repaired_replay_negative_sample_enrichment,0.108892,repaired_negative_window,2023-09-13,300308,2023-09-13,,
1.0,0.012835,0.093582,close_vs_hold,True,-0.030274,-1.0,divergence_and_decay,holding_veto,42.85,2023-09-14,,-0.175846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.088681,,,True,True,False,,-0.093582,,,0.012835,,,repaired_replay_negative_sample_enrichment,0.088681,repaired_negative_window,2023-09-13,300502,2023-09-13,,
0.0,0.019192,0.053636,reduce_vs_hold,True,-0.026241,-0.9,divergence_and_decay,de_risk,99.0,2023-09-18,,-0.062727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.018687,,,True,True,False,,-0.053636,,,0.019192,,,repaired_replay_negative_sample_enrichment,0.018687,repaired_negative_window,2023-09-15,300308,2023-09-15,,
0.0,0.031056,0.054907,reduce_vs_hold,True,-0.026241,-0.9,divergence_and_decay,de_risk,40.25,2023-09-18,,-0.054534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015155,,,True,True,False,,-0.054907,,,0.031056,,,repaired_replay_negative_sample_enrichment,0.015155,repaired_negative_window,2023-09-15,300502,2023-09-15,,
0.0,0.04668,0.028112,reduce_vs_hold,False,-0.017522,-0.55,divergence_and_decay,de_risk,96.4,2023-09-19,,0.00529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010062,,,True,True,False,,-0.028112,,,0.04668,,,repaired_replay_negative_sample_enrichment,-0.010062,repaired_negative_window,2023-09-18,300308,2023-09-18,,
0.0,0.06274,0.025864,reduce_vs_hold,False,-0.017522,-0.55,divergence_and_decay,de_risk,39.05,2023-09-19,,0.024712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019206,,,True,True,False,,-0.025864,,,0.06274,,,repaired_replay_negative_sample_enrichment,-0.019206,repaired_negative_window,2023-09-18,300502,2023-09-18,,
